profile_id,name,username,topic,text,date,time,likes,comments,reposts,theme
1621750998208512000,Peter Park,@Peter_Parqk,health,"What's in popular soft drinks? Are they healthy? Exploring Australian supermarkets and dissecting nutrition in Red Bull, Coke Classic and Coke Zero  #softdrink #health #nutrition #supermarket https://www.youtube.com/watch?v=mVKtChWLRNg&t=20s&ab_channel=EatDrinkWot",2024-01-12,23:40,0,0,0,Sugar content awareness
1717585175268208640,5mustsee,@5mustsee,health,FDA Warns of Eye Drop Contamination Risk: What You Need to Know  #FDA #Ophthalmology #Health https://www.5mustsee.com/?p=4208,2024-01-12,23:39,0,0,0,Recall of salmonella-infested products
1664112937278259205,Iron and Infants,@ironandinfants,health,Happy Friday Iron nation.  Friday blog is up.  Benefits of bodyweight/at home workouts.  Check it out.  https://ironandinfants.net/2024/01/11/benefits-of-bodyweight-workouts/ #health #fitness #blog #Friday,2024-01-12,23:38,0,0,0,Friday blog about exercise
1622673605480914968,Dr. Aliya Shah,@aliya_Hshah,health,Four street #drugs that could pose the biggest threat to #UK public #health in 2024 https://theconversation.com/four-street-drugs-that-could-pose-the-biggest-threat-to-uk-public-health-in-2024-220517?utm_source=twitter&utm_medium=bylinetwitterbutton via @ConversationUK #addiction,2024-01-12,23:35,0,0,0,Street drugs' risks
912318654074753024,AOL.com,@AOL,health,"These are the 27 healthiest fast food items, according to dietitians and doctors   To read more, click the image below.   #Food #Cooking #Health #Nutrition    Source: The Today Show https://yhoo.it/3NXww4L",2024-01-12,23:34,1,0,0,Healthiest fast food items
1732212436189810688,J.M.PEACE,@JMHUSTLE,health,Your #job is stay #happy for #health and stay #healthy for #Happiness .   Lol,2024-01-12,23:32,1,0,0,Happiness as health & wealth
1564804309698617344,Melina Handler,@HandlerCND,health,Quaker products recalled in Canada over salmonella #CanadianHealth #CanadianHealth #Health #HealthCanada #HealthyCanadians [Video] Dozens of products including granola bars and cereals sold at grocery stores across Canada are being recalled due to… dlvr.it/T1K1K5,2024-01-12,23:32,0,0,0,Quaker recall in Canada
1732212436189810688,J.M.PEACE,@JMHUSTLE,health,They go to #kids sporting events where everyone is screaming angry and competing with each other.    Learn to #relax for #health.  Lol,2024-01-12,23:31,1,0,0,Kinesiology tape sports use
1542355839884951554,Hot Deals For USA,@HotDealsForUSA,health,"Waterproof Kinesiology Tape - [3.. CLICK HERE ☛ https://amzn.to/48Otw2y Original -$19.99  #Health #Household #Ad “As an Amazon Associate, I earn from qualifying purchases.”",2024-01-12,23:31,0,0,0,
769495431105490944,Rap Tor,@Raptor2u,AI,Puff Diddy getting trolled by Suge Knight from a prison cell indicates the #AI #apocalypse caused by the collapse of the World Wide Web is upon us. The #socialmedia SINGULARITY is near.,2024-01-12,23:58,0,0,0,
1739419359230001152,Curtis Spyro,@CurtisSpyro,AI,Artificial Intelligence: Uncovering the Most Groundbreaking Advances of the Year https://ift.tt/0orI9hH By: Digital Edge A.i #Technology #AI #Automatation #Smartphones #Internet,2024-01-12,23:58,0,1,0,Detection and Mitigation Strategy
1747010709303554048,blark bent,@AshleeHaze,AI,Doing all that with no hands is crazy #ai,2024-01-12,23:58,53,3,1,AI and Self-Driving Cars
1017771213970554880,All You Can Learn Digital,@AYCLearnDigital,AI,"In addition to allowing lower data latency and reduced network traffic, Edge Computing also provides for fast inference operations using static AI models deployed locally. Credit @antgrasso #EdgeComputing #AI #IoT",2024-01-12,23:58,0,0,0,Data Latency and Scaling
1258879283877105664,Syeda Sheraj Ali,@Sheraj99,AI,7 #SQL Functions and The Order of Execution Explained morioh.com/a/be6e2dae9219 #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow #Java #JavaScript #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode #SQL,2024-01-12,23:57,0,0,0,SQL Functions and Execution Order
1258879283877105664,Syeda Sheraj Ali,@Sheraj99,AI,Eight Key Data Structures That Power Modern Databases bit.ly/3KCnWXq #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #Python #RStats #TensorFlow #Java #JavaScript #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode #SQL,2024-01-12,23:57,0,0,0,Data Structures in Modern Databases
1689011293045321729,InflatableSuits,@InflatableSuits,AI,"#prompt: ""A young man in Japan is wearing an inflatable suit.""  height: 1024 width: 1024 seed: 882  #sdxl #stablediffusionxl #ai #aiart #aigenerated",2024-01-12,23:57,0,0,0,
378800000654345805,Cindy 💜 💪🏻 XPLUS,@cindzjeco,AI,Loving #CharacterX# Chat and voice talk with unique characters—it's a blast! Join me for endless conversations! Download now and let's chatbot away! 💬✨ #AI #Chatbots #TechFun https://characterx.onelink.me/1Fn6/f420bbbs,2024-01-12,23:56,0,0,0,Chatbot and Voice Talk
1324173110183030784,Dean of Big Data 🎓 #DOBD,@schmarzo,AI,How does your AI strategy identify and mitigate the potential unintended consequences of the deployment of #AI?  Artificial Intelligence: A Board of Directors Challenge – Part III https://www.datasciencecentral.com/artificial-intelligence-a-board-of-directors-challenge-part-iii/ #AIEthics #DataStrategist,2024-01-12,23:56,1,1,0,
1730011666685853696,EyeInTheSky,@QuickNick__,AI,"What will happen @elonmusk is, that #AI will democratize entry and access requirements to technology and enable people without background knowledge to interact and innovate technology and create software and products without prior engineering knowledge. What do you think?",2024-01-12,23:56,0,1,0,AI and Job Loss
1258879283877105664,Syeda Sheraj Ali,@Sheraj99,AI,Data Analytics With #Python Programming morioh.com/p/ca49aaabb6bf #BigData #Analytics #DataScience #AI #MachineLearning #IoT #IIoT #RStats #TensorFlow #Java #JavaScript #ReactJS #GoLang #CloudComputing #Serverless #DataScientist #Linux #Programming #Coding #100DaysofCode #SQL,2024-01-12,23:56,3,0,0,Data Analytics With Python
1500569911449423873,PDS_B2BMGMT,@9Knowled9e,AI,Fierce Panther  #ai #aiart #aiartcommunity #aiartwork @9Knowled9e,2024-01-12,23:56,1,1,0,AI digital art
1575083605344354304,northeastheretic,@northeastheret1,AI,"Just used #ChatGPT to write some code. It makes some basic errors, but if you understand programming and know where to correct it, then bloody hell, it's fast for getting a project going! #coding #AI",2024-01-12,23:55,0,0,0,ChatGPT code generation
1739770540498321408,Javier Cuesta,@jaimevoltius,AI,"Human has not created #AI. In fact #AI has been ALWAYS around us although we've not realized. It's based on biochemical processes ---> #ABI (Artificial #BioInteligence), it's a lot more advanced than ours and its most evolved expression is our brain over neural networks.  #Universe has also evolved based on #AI supported by #thermodynamics instead #biochemistry. It has got the most giant #neuralnetwork we could ever figure. It also has got its own #Language and way of communication.  #Evolution #Darwin @NeuroscienceNew @newscientist @NASA @NASA_Technology",2024-01-12,23:55,0,0,0,AI was not created
1743797752595681280,Holy Hearted Fool For Love,@Odd5Art,space,Space Buffalo - made with NightCafe Creator  https://creator.nightcafe.studio/creation/kT0AUgGMXR9epYkefxUs #aiart #nightcafe #digitalart #vqganclip via @NightcafeStudio fun #bison #space #rocket art,2024-01-12,23:59,0,0,0,
1730002716972171264,𝕷𝖔𝖛𝖊 𝕯𝖆𝖗𝖑𝖎𝖓𝖌♡,@desertm00nwitch,space,Moons and Junes and Mother Grimes 🌕✨️👽 #Grimes #digitalart #collageart #ClaireBoucher #c #moon #space #art,2024-01-12,23:57,6,1,0,
852138574044569600,News 4 Social,@newsforsocial,space,"New Post: NASA unveils the revolutionary X-59 Quesst ‘quiet’ supersonic jet 9 (pics, online video) https://bit.ly/3TYQEXP #space",2024-01-12,23:54,0,0,0,NASA's revolutionary X-59 plane
1070920577097990144,Mars Mission Images Bot 🤖,@MarsMissionImgs,space,#PerseveranceRover image taken on #Sol872 at 6:15:01.059 AM with #MastcamZ #Mars #NASA #Space,2024-01-12,23:53,0,0,0,Perseverance Rover image on Sol872
1251970412881182721,kiwiweather.com,@kiwiweather_com,space,"Asia, Pacific, Australia, New Zealand - Himawari 9 infra red projected image. https://kiwiweather.com - for lots more images. #Pacific #space #KiwiWeather",2024-01-12,23:52,2,0,0,Himawari-8🛰️ satellite's image
1488716867610972161,Industry Simulation Education,@InSimEducation,space,"Our 2024 South West Space Design Competition starts in just a few hours. To grab your limited edition event t-shirt, follow the QR code and get into it! #spacedesign #STEMed #spaceset #STEMeducation #space #spaceeducation",2024-01-12,23:52,0,0,0,South West Space Design Competition
1082656618041524224,J C Le Danff,@ahenk75,space,"No star tonight in the London’s sky, but the star was at the Aldwych Theatre with « The Tina Turner Musical » performance. A voice from beyond…#Space",2024-01-12,23:48,0,0,0,London's night sky without stars
1084325585571041280,Jilanne Hoffmann is revising a novel. How bout you,@Jill_SF,space,Another fabulous woman we need to know about! https://ellenleventhal.com/2024/01/laurie-wallmark-talks-about-journey-to-the-stars-kalpana-chawla-astronaut-plus-a-giveaway/ #kidlit #HERstory #Space,2024-01-12,23:47,1,0,0,
1489069268331208715,Scott M. Graffius,@ScottGraffius,space,An aerospace company featured my ‘Phases of Team Development’ work. Honored!  🚀 https://bit.ly/space-23 #Aerospace #TeamDevelopment #TeamLeadership #TeamPerformance #Teamwork #Tech #Technology #Innovation #AdvancedTech #Space #SpaceTech #AerospaceIndustry #Rockets #Engineering,2024-01-12,23:40,4,0,1,Phases of Technology illustration
1284152828425117696,Eric Shore,@emshore,space,"""Deputy Program Manager Dr. Camille Alleyne"" via @NASA https://ift.tt/NyHK8XF #space #NASA #news #breaking",2024-01-12,23:32,0,0,0,Dr. Camille Alleyne's work
1049675260499349507,🚀Commander Picard🚀,@MissionFarsight,space,"Captains Log MFS Day 2,564 - Just outside the perimeter of a beautiful red and teal nebula we stop to calibrate our sensors and gather ice samples from the surface of this word. #Elitedangerous @EliteDangerous @AnthorNet @DavidBraben @DeepSNetwork @CanonnResearch #Space",2024-01-12,23:32,27,1,2,
1594559573456834561,The Mastodon Lifeboat,@tadpole256,space,Deputy Program Manager Dr. Camille Alleyne via #NASA https://ift.tt/IUZ4PBv #space,2024-01-12,23:32,0,0,0,
1635680510692171776,Stewart Milimu ilondanga,@stew_ilondanga,space,"Blizzard has acknowledged the radio silence regarding Diablo 4 Season 3 and says more information is on the way ""very soon."" #gainwithstewartilondanga #AR #AI #MR #XR #5G #NFT #xAI #DApps #DCaaS #Web3 #SaaS #AIoT #MLOps #Space #slack #DevOps #fintech #Metaverse #VirtualReality #X",2024-01-12,23:31,0,2,0,
590571585175691267,Panagiotis Tsakos,@pt_photography,space,Festivity ready  #interior #interiors #inner #in #design #designer #interiordesigner #decor #decoration #decorator #structure #theme #concept #architect #architecture #architecturephotography #interiorphotography #urban #rural #house #home #cottage #space #peace #calm #condo,2024-01-12,23:30,1,0,0,
1734027816562475008,TheFactFox,@TheFactFox1,space,Pluto's fate changed on August 2006. Read more here - https://www.thefactfox.com/fact/K4Uxc #thefactfox #facts #FactsMatter #DidYouKnow #Space #pluto #universe #solarsystem #spacefacts,2024-01-12,23:24,0,0,0,Pluto definition change
1070920577097990144,Mars Mission Images Bot 🤖,@MarsMissionImgs,space,#CuriosityRover image taken on #Sol3633 at 2:54:53.567 PM with #Navcam #Mars #NASA #Space,2024-01-12,23:12,2,0,0,Curiosity Rover image
1730284766497292288,JustSpaceThings News,@JustSpaceThings,space,"Scientists have found a strange ring in space, and they are calling it the ‘ Big Ring ‘. It’s about 1.3 billion light years in size, and it’s made up of galaxies and galaxy structures.  https://justspacethings.com/2024/01/12/scientists-find-strange-big-ring-structure-in-space/ #space #nasa",2024-01-12,23:10,1,0,0,Strange ring in space
1625676971228143616,Justin Losurdo ( LostInSpaceThings ),@SpaceThings_,space,"Scientists have found a strange ring in space, and they are calling it the ‘ Big Ring ‘. It’s about 1.3 billion light years in size, and it’s made up of galaxies and galaxy structures.  https://justspacethings.com/2024/01/12/scientists-find-strange-big-ring-structure-in-space/ #space #nasa",2024-01-12,23:09,1,0,0,Strange ring in space
1740544324977278976,Keith Mabe,@keithmabe,space,"Join the Astrobotics media call on the Peregrine Mission at 12 p.m. EST, Jan 18. NASA and Astrobotics will discuss updates on the mission carrying science for the agency. More details at https://ift.tt/9Fiw1Ef https://ift.tt/9Fiw1Ef #NASA #Space #Moon #Mars #SpaceTech #Space…",2024-01-12,23:04,1,0,1,Peregrine Mission
1681793778967879682,David Billière (0xC4sp3r),@davidbilliere,space,NASA to Join Astrobotic’s Media Call on Peregrine Mission One Status via NASA https://ift.tt/b7NvQhO #NASA #space #astronomy,2024-01-12,23:04,0,0,0,Peregrine Mission
1284152828425117696,Eric Shore,@emshore,space,"""NASA to Join Astrobotic’s Media Call on Peregrine Mission One Status"" via @NASA https://ift.tt/X8JPrhT #space #NASA #news #breaking",2024-01-12,23:03,0,0,0,
